productname                                        ListPrice             ProductSubcategory                                 ProductCategory
ML Mountain Frame - Black, 38                      348.76                Mountain Frames                                    Components
LL Mountain Front Wheel                            60.745                Wheels                                             Components
ML Mountain Front Wheel                            209.025               Wheels                                             Components
HL Mountain Front Wheel                            300.215               Wheels                                             Components
LL Road Front Wheel                                85.565                Wheels                                             Components
ML Road Front Wheel                                248.385               Wheels                                             Components
HL Road Front Wheel                                330.06                Wheels                                             Components
Touring Front Wheel                                218.01                Wheels                                             Components
ML Road Frame-W - Yellow, 38                       594.83                Road Frames                                        Components
LL Mountain Rear Wheel                             87.745                Wheels                                             Components
ML Mountain Rear Wheel                             236.025               Wheels                                             Components
HL Mountain Rear Wheel                             327.215               Wheels                                             Components
LL Road Rear Wheel                                 112.565               Wheels                                             Components
ML Road Rear Wheel                                 275.385               Wheels                                             Components
HL Road Rear Wheel                                 357.06                Wheels                                             Components
Touring Rear Wheel                                 245.01                Wheels                                             Components
ML Mountain Frame - Black, 40                      348.76                Mountain Frames                                    Components
ML Mountain Frame - Black, 44                      348.76                Mountain Frames                                    Components
ML Mountain Frame - Black, 48                      348.76                Mountain Frames                                    Components
ML Road Frame-W - Yellow, 40                       594.83                Road Frames                                        Components
ML Road Frame-W - Yellow, 42                       594.83                Road Frames                                        Components
ML Road Frame-W - Yellow, 44                       594.83                Road Frames                                        Components
ML Road Frame-W - Yellow, 48                       594.83                Road Frames                                        Components
HL Road Frame - Black, 62                          1431.50               Road Frames                                        Components
HL Road Frame - Black, 44                          1431.50               Road Frames                                        Components
HL Road Frame - Black, 48                          1431.50               Road Frames                                        Components
HL Road Frame - Black, 52                          1431.50               Road Frames                                        Components
Men's Sports Shorts, S                             59.99                 Shorts                                             Clothing
Touring-Panniers, Large                            125.00                Panniers                                           Accessories
Cable Lock                                         25.00                 Locks                                              Accessories
Minipump                                           19.99                 Pumps                                              Accessories
Mountain Pump                                      24.99                 Pumps                                              Accessories
Taillights - Battery-Powered                       13.99                 Lights                                             Accessories
Headlights - Dual-Beam                             34.99                 Lights                                             Accessories
Headlights - Weatherproof                          44.99                 Lights                                             Accessories
Men's Sports Shorts, M                             59.99                 Shorts                                             Clothing
Men's Sports Shorts, L                             59.99                 Shorts                                             Clothing
Men's Sports Shorts, XL                            59.99                 Shorts                                             Clothing
Women's Tights, S                                  74.99                 Tights                                             Clothing
Women's Tights, M                                  74.99                 Tights                                             Clothing
Women's Tights, L                                  74.99                 Tights                                             Clothing
Men's Bib-Shorts, S                                89.99                 Bib-Shorts                                         Clothing
Men's Bib-Shorts, M                                89.99                 Bib-Shorts                                         Clothing
Men's Bib-Shorts, L                                89.99                 Bib-Shorts                                         Clothing
Half-Finger Gloves, S                              24.49                 Gloves                                             Clothing
Half-Finger Gloves, M                              24.49                 Gloves                                             Clothing
Half-Finger Gloves, L                              24.49                 Gloves                                             Clothing
Full-Finger Gloves, S                              37.99                 Gloves                                             Clothing
Full-Finger Gloves, M                              37.99                 Gloves                                             Clothing
Full-Finger Gloves, L                              37.99                 Gloves                                             Clothing
Classic Vest, S                                    63.50                 Vests                                              Clothing
Classic Vest, M                                    63.50                 Vests                                              Clothing
Classic Vest, L                                    63.50                 Vests                                              Clothing
Women's Mountain Shorts, S                         69.99                 Shorts                                             Clothing
Women's Mountain Shorts, M                         69.99                 Shorts                                             Clothing
Women's Mountain Shorts, L                         69.99                 Shorts                                             Clothing
Water Bottle - 30 oz.                              4.99                  Bottles and Cages                                  Accessories
Mountain Bottle Cage                               9.99                  Bottles and Cages                                  Accessories
Road Bottle Cage                                   8.99                  Bottles and Cages                                  Accessories
Patch Kit/8 Patches                                2.29                  Tires and Tubes                                    Accessories
Racing Socks, M                                    8.99                  Socks                                              Clothing
Racing Socks, L                                    8.99                  Socks                                              Clothing
Hitch Rack - 4-Bike                                120.00                Bike Racks                                         Accessories
Bike Wash - Dissolver                              7.95                  Cleaners                                           Accessories
Fender Set - Mountain                              21.98                 Fenders                                            Accessories
All-Purpose Bike Stand                             159.00                Bike Stands                                        Accessories
Hydration Pack - 70 oz.                            54.99                 Hydration Packs                                    Accessories
Short-Sleeve Classic Jersey, S                     53.99                 Jerseys                                            Clothing
Short-Sleeve Classic Jersey, M                     53.99                 Jerseys                                            Clothing
Short-Sleeve Classic Jersey, L                     53.99                 Jerseys                                            Clothing
Short-Sleeve Classic Jersey, XL                    53.99                 Jerseys                                            Clothing
HL Touring Frame - Yellow, 60                      1003.91               Touring Frames                                     Components
LL Touring Frame - Yellow, 62                      333.42                Touring Frames                                     Components
HL Touring Frame - Yellow, 46                      1003.91               Touring Frames                                     Components
HL Touring Frame - Yellow, 50                      1003.91               Touring Frames                                     Components
HL Touring Frame - Yellow, 54                      1003.91               Touring Frames                                     Components
HL Touring Frame - Blue, 46                        1003.91               Touring Frames                                     Components
HL Touring Frame - Blue, 50                        1003.91               Touring Frames                                     Components
HL Touring Frame - Blue, 54                        1003.91               Touring Frames                                     Components
HL Touring Frame - Blue, 60                        1003.91               Touring Frames                                     Components
Rear Derailleur                                    121.46                Derailleurs                                        Components
LL Touring Frame - Blue, 50                        333.42                Touring Frames                                     Components
LL Touring Frame - Blue, 54                        333.42                Touring Frames                                     Components
LL Touring Frame - Blue, 58                        333.42                Touring Frames                                     Components
LL Touring Frame - Blue, 62                        333.42                Touring Frames                                     Components
LL Touring Frame - Yellow, 44                      333.42                Touring Frames                                     Components
LL Touring Frame - Yellow, 50                      333.42                Touring Frames                                     Components
LL Touring Frame - Yellow, 54                      333.42                Touring Frames                                     Components
LL Touring Frame - Yellow, 58                      333.42                Touring Frames                                     Components
LL Touring Frame - Blue, 44                        333.42                Touring Frames                                     Components
ML Mountain Frame-W - Silver, 40                   364.09                Mountain Frames                                    Components
ML Mountain Frame-W - Silver, 42                   364.09                Mountain Frames                                    Components
ML Mountain Frame-W - Silver, 46                   364.09                Mountain Frames                                    Components
Rear Brakes                                        106.50                Brakes                                             Components
LL Mountain Seat/Saddle                            27.12                 Saddles                                            Components
ML Mountain Seat/Saddle                            39.14                 Saddles                                            Components
HL Mountain Seat/Saddle                            52.64                 Saddles                                            Components
LL Road Seat/Saddle                                27.12                 Saddles                                            Components
ML Road Seat/Saddle                                39.14                 Saddles                                            Components
HL Road Seat/Saddle                                52.64                 Saddles                                            Components
LL Touring Seat/Saddle                             27.12                 Saddles                                            Components
ML Touring Seat/Saddle                             39.14                 Saddles                                            Components
HL Touring Seat/Saddle                             52.64                 Saddles                                            Components
LL Mountain Frame - Silver, 42                     264.05                Mountain Frames                                    Components
LL Mountain Frame - Silver, 44                     264.05                Mountain Frames                                    Components
LL Mountain Frame - Silver, 48                     264.05                Mountain Frames                                    Components
LL Mountain Frame - Silver, 52                     264.05                Mountain Frames                                    Components
Mountain Tire Tube                                 4.99                  Tires and Tubes                                    Accessories
Road Tire Tube                                     3.99                  Tires and Tubes                                    Accessories
Touring Tire Tube                                  4.99                  Tires and Tubes                                    Accessories
LL Mountain Frame - Black, 42                      249.79                Mountain Frames                                    Components
LL Mountain Frame - Black, 44                      249.79                Mountain Frames                                    Components
LL Mountain Frame - Black, 48                      249.79                Mountain Frames                                    Components
LL Mountain Frame - Black, 52                      249.79                Mountain Frames                                    Components
LL Mountain Tire                                   24.99                 Tires and Tubes                                    Accessories
ML Mountain Tire                                   29.99                 Tires and Tubes                                    Accessories
HL Mountain Tire                                   35.00                 Tires and Tubes                                    Accessories
LL Road Tire                                       21.49                 Tires and Tubes                                    Accessories
ML Road Tire                                       24.99                 Tires and Tubes                                    Accessories
HL Road Tire                                       32.60                 Tires and Tubes                                    Accessories
Touring Tire                                       28.99                 Tires and Tubes                                    Accessories
LL Mountain Pedal                                  40.49                 Pedals                                             Components
ML Mountain Pedal                                  62.09                 Pedals                                             Components
HL Mountain Pedal                                  80.99                 Pedals                                             Components
LL Road Pedal                                      40.49                 Pedals                                             Components
ML Road Pedal                                      62.09                 Pedals                                             Components
HL Road Pedal                                      80.99                 Pedals                                             Components
Touring Pedal                                      80.99                 Pedals                                             Components
ML Mountain Frame-W - Silver, 38                   364.09                Mountain Frames                                    Components
LL Mountain Frame - Black, 40                      249.79                Mountain Frames                                    Components
LL Mountain Frame - Silver, 40                     264.05                Mountain Frames                                    Components
Front Derailleur                                   91.49                 Derailleurs                                        Components
LL Touring Handlebars                              46.09                 Handlebars                                         Components
HL Touring Handlebars                              91.57                 Handlebars                                         Components
Front Brakes                                       106.50                Brakes                                             Components
LL Crankset                                        175.49                Cranksets                                          Components
ML Crankset                                        256.49                Cranksets                                          Components
HL Crankset                                        404.99                Cranksets                                          Components
Chain                                              20.24                 Chains                                             Components
Touring-2000 Blue, 60                              1214.85               Touring Bikes                                      Bikes
Touring-1000 Yellow, 46                            2384.07               Touring Bikes                                      Bikes
Touring-1000 Yellow, 50                            2384.07               Touring Bikes                                      Bikes
Touring-1000 Yellow, 54                            2384.07               Touring Bikes                                      Bikes
Touring-1000 Yellow, 60                            2384.07               Touring Bikes                                      Bikes
Touring-3000 Blue, 54                              742.35                Touring Bikes                                      Bikes
Touring-3000 Blue, 58                              742.35                Touring Bikes                                      Bikes
Touring-3000 Blue, 62                              742.35                Touring Bikes                                      Bikes
Touring-3000 Yellow, 44                            742.35                Touring Bikes                                      Bikes
Touring-3000 Yellow, 50                            742.35                Touring Bikes                                      Bikes
Touring-3000 Yellow, 54                            742.35                Touring Bikes                                      Bikes
Touring-3000 Yellow, 58                            742.35                Touring Bikes                                      Bikes
Touring-3000 Yellow, 62                            742.35                Touring Bikes                                      Bikes
Touring-1000 Blue, 46                              2384.07               Touring Bikes                                      Bikes
Touring-1000 Blue, 50                              2384.07               Touring Bikes                                      Bikes
Touring-1000 Blue, 54                              2384.07               Touring Bikes                                      Bikes
Touring-1000 Blue, 60                              2384.07               Touring Bikes                                      Bikes
Touring-2000 Blue, 46                              1214.85               Touring Bikes                                      Bikes
Touring-2000 Blue, 50                              1214.85               Touring Bikes                                      Bikes
Touring-2000 Blue, 54                              1214.85               Touring Bikes                                      Bikes
Road-350-W Yellow, 40                              1700.99               Road Bikes                                         Bikes
Road-350-W Yellow, 42                              1700.99               Road Bikes                                         Bikes
Road-350-W Yellow, 44                              1700.99               Road Bikes                                         Bikes
Road-350-W Yellow, 48                              1700.99               Road Bikes                                         Bikes
Road-750 Black, 58                                 539.99                Road Bikes                                         Bikes
Touring-3000 Blue, 44                              742.35                Touring Bikes                                      Bikes
Touring-3000 Blue, 50                              742.35                Touring Bikes                                      Bikes
Mountain-400-W Silver, 38                          769.49                Mountain Bikes                                     Bikes
Mountain-400-W Silver, 40                          769.49                Mountain Bikes                                     Bikes
Mountain-400-W Silver, 42                          769.49                Mountain Bikes                                     Bikes
Mountain-400-W Silver, 46                          769.49                Mountain Bikes                                     Bikes
Mountain-500 Silver, 40                            564.99                Mountain Bikes                                     Bikes
Mountain-500 Silver, 42                            564.99                Mountain Bikes                                     Bikes
Mountain-500 Silver, 44                            564.99                Mountain Bikes                                     Bikes
Mountain-500 Silver, 48                            564.99                Mountain Bikes                                     Bikes
Mountain-500 Silver, 52                            564.99                Mountain Bikes                                     Bikes
Mountain-500 Black, 40                             539.99                Mountain Bikes                                     Bikes
Mountain-500 Black, 42                             539.99                Mountain Bikes                                     Bikes
Mountain-500 Black, 44                             539.99                Mountain Bikes                                     Bikes
Mountain-500 Black, 48                             539.99                Mountain Bikes                                     Bikes
Mountain-500 Black, 52                             539.99                Mountain Bikes                                     Bikes
LL Bottom Bracket                                  53.99                 Bottom Brackets                                    Components
ML Bottom Bracket                                  101.24                Bottom Brackets                                    Components
HL Bottom Bracket                                  121.49                Bottom Brackets                                    Components
Road-750 Black, 44                                 539.99                Road Bikes                                         Bikes
Road-750 Black, 48                                 539.99                Road Bikes                                         Bikes
Road-750 Black, 52                                 539.99                Road Bikes                                         Bikes

(295 rows affected)


Completion time: 2022-09-12T11:21:22.3823447+05:30
