PurchaseOrderID OrderDate               TotalDue              Name                                               PrevOrderFromVendorAmt
2906            2014-05-13 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
2985            2014-05-20 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3064            2014-05-26 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3143            2014-05-31 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3222            2014-06-06 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3301            2014-06-13 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3380            2014-06-20 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3459            2014-06-25 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3538            2014-07-02 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3617            2014-07-09 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3696            2014-07-14 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3775            2014-07-19 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3854            2014-07-25 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
3933            2014-07-30 00:00:00.000 9776.2665             Allenson Cycles                                    9776.2665
397             2013-06-25 00:00:00.000 927.968               Advanced Bicycles                                  NULL
427             2013-08-04 00:00:00.000 844.43                Advanced Bicycles                                  927.968
506             2013-08-11 00:00:00.000 514.1416              Advanced Bicycles                                  844.43
589             2013-08-17 00:00:00.000 769.6634              Advanced Bicycles                                  514.1416
676             2013-08-25 00:00:00.000 590.9618              Advanced Bicycles                                  769.6634
759             2013-09-01 00:00:00.000 665.2409              Advanced Bicycles                                  590.9618
925             2013-09-17 00:00:00.000 2286.5395             Advanced Bicycles                                  665.2409
1088            2013-10-30 00:00:00.000 762.9456              Advanced Bicycles                                  2286.5395
1167            2013-11-13 00:00:00.000 830.507               Advanced Bicycles                                  762.9456
1325            2013-12-04 00:00:00.000 2286.5395             Advanced Bicycles                                  830.507
1641            2014-01-06 00:00:00.000 555.9106              Advanced Bicycles                                  2286.5395
1878            2014-02-04 00:00:00.000 769.6634              Advanced Bicycles                                  555.9106
1957            2014-02-11 00:00:00.000 858.353               Advanced Bicycles                                  769.6634
2036            2014-02-19 00:00:00.000 535.2698              Advanced Bicycles                                  858.353
2431            2014-03-28 00:00:00.000 555.9106              Advanced Bicycles                                  535.2698
2668            2014-04-18 00:00:00.000 769.6634              Advanced Bicycles                                  555.9106
2747            2014-04-25 00:00:00.000 858.353               Advanced Bicycles                                  769.6634
2826            2014-05-02 00:00:00.000 535.2698              Advanced Bicycles                                  858.353
3221            2014-06-06 00:00:00.000 555.9106              Advanced Bicycles                                  535.2698
3458            2014-06-25 00:00:00.000 769.6634              Advanced Bicycles                                  555.9106
3537            2014-07-02 00:00:00.000 858.353               Advanced Bicycles                                  769.6634
3616            2014-07-08 00:00:00.000 535.2698              Advanced Bicycles                                  858.353
309             2013-04-24 00:00:00.000 29233.0789            Trikes, Inc.                                       NULL
388             2013-05-29 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
418             2013-08-04 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
497             2013-08-10 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
580             2013-08-15 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
667             2013-08-22 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
746             2013-08-29 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
829             2013-09-05 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
916             2013-09-15 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1003            2013-10-06 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1063            2013-10-15 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1158            2013-11-12 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1237            2013-11-22 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1316            2013-12-02 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1395            2013-12-11 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1474            2013-12-19 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1553            2013-12-26 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1632            2014-01-03 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1711            2014-01-15 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1790            2014-01-23 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1869            2014-02-03 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
1948            2014-02-11 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2027            2014-02-19 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2106            2014-02-26 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2185            2014-03-04 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2264            2014-03-10 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2343            2014-03-19 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2422            2014-03-27 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2501            2014-04-04 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2580            2014-04-11 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2659            2014-04-18 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2738            2014-04-25 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2817            2014-05-02 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2896            2014-05-12 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
2975            2014-05-19 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3054            2014-05-24 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3133            2014-05-30 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3212            2014-06-06 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3291            2014-06-12 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3370            2014-06-19 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3449            2014-06-25 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3528            2014-07-01 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3607            2014-07-08 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3686            2014-07-14 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3765            2014-07-19 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3844            2014-07-25 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
3923            2014-07-30 00:00:00.000 29233.0789            Trikes, Inc.                                       29233.0789
336             2013-04-25 00:00:00.000 609.8274              Chicago Rent-All                                   NULL
415             2013-07-30 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
445             2013-08-05 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
524             2013-08-12 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
607             2013-08-18 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
694             2013-08-26 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
777             2013-09-02 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
860             2013-09-09 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
943             2013-09-18 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1042            2013-10-14 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1106            2013-11-07 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1185            2013-11-15 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1264            2013-11-26 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1343            2013-12-05 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1422            2013-12-13 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1501            2013-12-23 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1580            2013-12-31 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1659            2014-01-08 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1738            2014-01-17 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1817            2014-01-27 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1896            2014-02-05 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
1975            2014-02-12 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2054            2014-02-20 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2133            2014-02-27 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2212            2014-03-05 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2291            2014-03-13 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2370            2014-03-21 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2449            2014-03-31 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2528            2014-04-08 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2607            2014-04-15 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2686            2014-04-22 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2765            2014-04-29 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2844            2014-05-05 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
2923            2014-05-14 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3002            2014-05-21 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3081            2014-05-27 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3160            2014-06-02 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3239            2014-06-09 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3318            2014-06-16 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3397            2014-06-21 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3476            2014-06-26 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3555            2014-07-03 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3634            2014-07-10 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3713            2014-07-16 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3792            2014-07-21 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3871            2014-07-26 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
3950            2014-07-31 00:00:00.000 609.8274              Chicago Rent-All                                   609.8274
354             2013-05-22 00:00:00.000 48485.6873            Greenwood Athletic Company                         NULL
463             2013-08-06 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
546             2013-08-13 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
629             2013-08-20 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
712             2013-08-27 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
795             2013-09-03 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
837             2013-09-06 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
878             2013-09-10 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
961             2013-09-22 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1068            2013-10-20 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1124            2013-11-08 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1203            2013-11-19 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1282            2013-11-28 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1361            2013-12-06 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1440            2013-12-17 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1519            2013-12-24 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1598            2014-01-01 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1677            2014-01-09 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1756            2014-01-20 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1835            2014-01-28 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1914            2014-02-07 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
1993            2014-02-14 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2072            2014-02-21 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2151            2014-02-28 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2230            2014-03-06 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2309            2014-03-14 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2388            2014-03-24 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2467            2014-04-02 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2546            2014-04-09 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2625            2014-04-16 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2704            2014-04-23 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2783            2014-04-30 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2862            2014-05-08 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
2941            2014-05-15 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3020            2014-05-22 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3099            2014-05-28 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3178            2014-06-04 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3257            2014-06-10 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3336            2014-06-17 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3415            2014-06-23 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3494            2014-06-28 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3573            2014-07-04 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3652            2014-07-11 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3731            2014-07-17 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3810            2014-07-23 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3889            2014-07-28 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
3968            2014-08-01 00:00:00.000 48485.6873            Greenwood Athletic Company                         48485.6873
339             2013-05-09 00:00:00.000 41230.0639            Compete Enterprises, Inc                           NULL
448             2013-08-05 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
527             2013-08-12 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
538             2013-08-13 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
614             2013-08-19 00:00:00.000 39111.4474            Compete Enterprises, Inc                           41230.0639
697             2013-08-26 00:00:00.000 2118.6165             Compete Enterprises, Inc                           39111.4474
780             2013-09-02 00:00:00.000 41230.0639            Compete Enterprises, Inc                           2118.6165
863             2013-09-09 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
946             2013-09-20 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
1045            2013-10-14 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
1109            2013-11-07 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
1188            2013-11-15 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
1267            2013-11-27 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
1346            2013-12-05 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
1425            2013-12-13 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
1504            2013-12-23 00:00:00.000 39111.4474            Compete Enterprises, Inc                           41230.0639
1583            2013-12-31 00:00:00.000 2118.6165             Compete Enterprises, Inc                           39111.4474
1662            2014-01-08 00:00:00.000 39111.4474            Compete Enterprises, Inc                           2118.6165
1741            2014-01-17 00:00:00.000 2118.6165             Compete Enterprises, Inc                           39111.4474
1820            2014-01-27 00:00:00.000 41230.0639            Compete Enterprises, Inc                           2118.6165
1899            2014-02-06 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
1978            2014-02-13 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
2057            2014-02-21 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
2136            2014-02-27 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
2215            2014-03-05 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
2294            2014-03-13 00:00:00.000 39111.4474            Compete Enterprises, Inc                           41230.0639
2373            2014-03-21 00:00:00.000 2118.6165             Compete Enterprises, Inc                           39111.4474
2452            2014-03-31 00:00:00.000 39111.4474            Compete Enterprises, Inc                           2118.6165
2531            2014-04-08 00:00:00.000 2118.6165             Compete Enterprises, Inc                           39111.4474
2610            2014-04-15 00:00:00.000 41230.0639            Compete Enterprises, Inc                           2118.6165
2689            2014-04-22 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
2768            2014-04-29 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
2847            2014-05-05 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
2926            2014-05-14 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
3005            2014-05-21 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
3084            2014-05-27 00:00:00.000 39111.4474            Compete Enterprises, Inc                           41230.0639
3163            2014-06-03 00:00:00.000 2118.6165             Compete Enterprises, Inc                           39111.4474
3242            2014-06-09 00:00:00.000 39111.4474            Compete Enterprises, Inc                           2118.6165
3321            2014-06-16 00:00:00.000 2118.6165             Compete Enterprises, Inc                           39111.4474
3400            2014-06-21 00:00:00.000 41230.0639            Compete Enterprises, Inc                           2118.6165
3479            2014-06-27 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
3558            2014-07-03 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
3637            2014-07-10 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
3716            2014-07-16 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
3795            2014-07-22 00:00:00.000 41230.0639            Compete Enterprises, Inc                           41230.0639
3874            2014-07-27 00:00:00.000 39111.4474            Compete Enterprises, Inc                           41230.0639
3953            2014-08-01 00:00:00.000 2118.6165             Compete Enterprises, Inc                           39111.4474
308             2013-04-24 00:00:00.000 2214.0703             Training Systems                                   NULL
387             2013-05-29 00:00:00.000 2214.0703             Training Systems                                   2214.0703
417             2013-08-04 00:00:00.000 2214.0703             Training Systems                                   2214.0703
496             2013-08-08 00:00:00.000 2214.0703             Training Systems                                   2214.0703
579             2013-08-15 00:00:00.000 2214.0703             Training Systems                                   2214.0703
666             2013-08-22 00:00:00.000 2214.0703             Training Systems                                   2214.0703
745             2013-08-29 00:00:00.000 2214.0703             Training Systems                                   2214.0703
828             2013-09-05 00:00:00.000 2214.0703             Training Systems                                   2214.0703
915             2013-09-15 00:00:00.000 2214.0703             Training Systems                                   2214.0703
1062            2013-10-15 00:00:00.000 1902.578              Training Systems                                   2214.0703
1157            2013-11-12 00:00:00.000 2214.0703             Training Systems                                   1902.578
1236            2013-11-22 00:00:00.000 2214.0703             Training Systems                                   2214.0703
1315            2013-12-02 00:00:00.000 2214.0703             Training Systems                                   2214.0703
1473            2013-12-19 00:00:00.000 1902.578              Training Systems                                   2214.0703
1631            2014-01-03 00:00:00.000 1902.578              Training Systems                                   1902.578
1710            2014-01-15 00:00:00.000 2214.0703             Training Systems                                   1902.578
1789            2014-01-23 00:00:00.000 2214.0703             Training Systems                                   2214.0703
1868            2014-02-03 00:00:00.000 2214.0703             Training Systems                                   2214.0703
1947            2014-02-11 00:00:00.000 2214.0703             Training Systems                                   2214.0703
2026            2014-02-19 00:00:00.000 2214.0703             Training Systems                                   2214.0703
2105            2014-02-26 00:00:00.000 2214.0703             Training Systems                                   2214.0703
2263            2014-03-10 00:00:00.000 1902.578              Training Systems                                   2214.0703
2421            2014-03-27 00:00:00.000 1902.578              Training Systems                                   1902.578
2500            2014-04-04 00:00:00.000 2214.0703             Training Systems                                   1902.578
2579            2014-04-11 00:00:00.000 2214.0703             Training Systems                                   2214.0703
2658            2014-04-18 00:00:00.000 2214.0703             Training Systems                                   2214.0703
2737            2014-04-25 00:00:00.000 2214.0703             Training Systems                                   2214.0703
2816            2014-05-02 00:00:00.000 2214.0703             Training Systems                                   2214.0703
2895            2014-05-12 00:00:00.000 2214.0703             Training Systems                                   2214.0703
3053            2014-05-24 00:00:00.000 1902.578              Training Systems                                   2214.0703
3211            2014-06-06 00:00:00.000 1902.578              Training Systems                                   1902.578
3290            2014-06-12 00:00:00.000 2214.0703             Training Systems                                   1902.578
3369            2014-06-19 00:00:00.000 2214.0703             Training Systems                                   2214.0703
3448            2014-06-25 00:00:00.000 2214.0703             Training Systems                                   2214.0703
3527            2014-07-01 00:00:00.000 2214.0703             Training Systems                                   2214.0703
3606            2014-07-08 00:00:00.000 2214.0703             Training Systems                                   2214.0703
3685            2014-07-14 00:00:00.000 2214.0703             Training Systems                                   2214.0703
3843            2014-07-25 00:00:00.000 1902.578              Training Systems                                   2214.0703
353             2013-05-22 00:00:00.000 502.6203              Gardner Touring Cycles                             NULL
462             2013-08-06 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
545             2013-08-13 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
628             2013-08-19 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
711             2013-08-27 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
756             2013-08-30 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
794             2013-09-03 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
877             2013-09-10 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
960             2013-09-22 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1067            2013-10-20 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1123            2013-11-08 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1202            2013-11-19 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1281            2013-11-28 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1360            2013-12-06 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1439            2013-12-17 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1518            2013-12-24 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1597            2014-01-01 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1676            2014-01-09 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1755            2014-01-20 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1834            2014-01-28 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1913            2014-02-07 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
1992            2014-02-13 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
2071            2014-02-21 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
2150            2014-02-28 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
2229            2014-03-06 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
2308            2014-03-14 00:00:00.000 502.6203              Gardner Touring Cycles                             502.6203
